197,111,187,149,120
175,151,184,154,136
153,178,188,143,132
182,116,187,118,112
133,109,178,125,114
135,114,166,120,120
164,167,141,115,138
183,172,87,112,160
177,124,97,105,133
160,75,125,108,85
85,63,123,57,50
114,40,122,89,48
165,31,113,67,71
176,45,114,66,138
182,124,102,107,176
187,172,138,138,189
186,186,161,151,190
186,187,172,159,185
188,188,174,162,188
189,191,169,161,191
194,185,160,141,132
190,171,152,141,109
147,168,152,142,101
140,187,142,116,129
150,186,171,133,166
162,177,197,151,181
173,177,193,134,181
183,129,185,137,169
184,117,177,152,155
164,150,174,145,153
139,167,170,141,144
183,112,161,138,128
138,103,155,125,130
145,106,146,115,136
176,155,106,111,143
177,155,99,110,136
163,118,127,112,101
160,82,135,117,92
92,91,126,45,74
112,64,127,65,66
158,40,124,65,56
169,38,119,61,108
176,96,96,76,163
185,159,87,110,175
185,177,136,138,175
186,181,149,151,173
186,185,150,156,177
187,187,150,154,181
195,177,147,145,124
157,130,143,123,118
133,99,142,136,101
156,116,158,138,127
155,153,177,151,153
159,180,182,167,169
166,194,182,153,182
184,159,172,140,180
175,106,162,145,166
152,132,159,136,140
169,163,156,134,138
188,104,153,129,137
166,93,140,124,133
176,108,118,121,124
177,143,119,121,91
164,143,136,122,66
149,102,132,124,68
94,56,129,125,63
110,99,126,42,68
117,78,128,47,63
142,61,129,53,67
160,49,119,67,60
175,45,124,85,108
183,120,102,100,151
182,160,89,115,158
183,172,129,134,161
184,179,143,147,161
187,180,141,147,161
185,148,138,136,124
130,103,140,123,132
102,114,143,121,122
165,112,144,126,132
181,127,151,125,148
183,160,149,119,170
172,170,141,139,180
184,130,133,130,174
193,103,133,126,156
190,124,132,123,130
188,141,127,124,122
186,99,114,119,117
190,94,105,96,98
176,117,110,80,68
97,122,111,85,43
61,109,104,94,45
39,68,98,68,52
24,68,95,49,53
100,81,126,37,89
98,86,129,40,91
120,78,130,47,94
147,68,117,60,61
162,42,109,89,48
177,41,103,119,93
178,116,85,132,124
179,161,106,135,132
183,172,118,140,133
186,175,115,149,134
178,126,124,136,115
138,116,126,120,119
144,100,123,109,125
176,77,115,80,124
188,136,103,109,144
183,161,116,112,160
179,169,138,122,162
183,145,154,123,150
189,143,149,120,129
192,144,165,111,103
193,135,124,85,94
187,108,79,52,93
148,113,83,26,95
73,115,84,23,71
38,91,85,25,55
33,67,87,60,57
33,65,86,100,55
39,73,86,100,56
83,114,125,37,108
81,113,125,38,109
92,92,126,42,110
115,67,120,54,94
150,66,101,66,64
164,42,91,107,54
171,44,89,122,64
175,81,92,124,68
179,112,89,135,69
184,142,77,138,68
173,125,69,145,67
159,123,81,147,57
136,102,76,134,62
151,103,70,110,81
172,143,97,108,123
177,166,145,105,141
178,174,151,82,135
181,165,158,102,130
182,154,170,135,105
171,140,181,97,96
139,128,123,29,99
90,114,88,24,100
49,107,90,27,102
43,85,91,27,91
44,74,91,27,56
39,76,90,25,53
32,76,88,54,54
39,75,87,141,53
86,116,124,36,112
75,115,125,38,111
77,97,124,40,110
87,65,125,42,109
113,76,122,54,100
132,63,120,60,62
144,41,121,95,43
151,35,118,123,46
148,57,107,132,45
155,60,102,126,39
161,84,95,117,39
146,107,90,125,32
150,113,88,129,28
164,116,81,130,76
163,132,118,134,116
153,149,130,125,116
133,144,150,96,109
106,131,159,106,104
81,126,155,98,101
61,118,131,40,102
48,106,96,25,102
45,93,92,27,102
47,82,92,27,101
46,81,92,27,101
44,81,91,27,67
42,80,90,27,53
36,79,88,21,56
34,78,87,83,53
48,115,125,35,111
68,113,125,37,111
69,105,125,38,112
63,86,125,38,111
70,73,124,40,112
77,89,122,47,104
81,101,122,53,67
82,91,120,80,37
68,101,118,106,37
68,105,116,113,42
98,108,115,107,33
112,111,114,110,44
113,110,113,125,78
88,110,112,128,106
64,107,111,120,104
53,105,119,89,105
47,101,126,54,104
48,97,117,41,103
48,92,100,27,104
50,88,91,27,103
50,85,93,28,102
50,85,93,28,101
51,85,92,27,100
49,85,92,26,101
46,84,92,27,83
45,83,91,28,54
39,81,89,23,58
37,78,87,72,57
